Adana(Aladağ/Aladağ Bel./Akören Mah.)-176887|980.0|
Adana(Aladağ/Aladağ Bel./Akpınar Mah.)-248|654.0|
Adana(Aladağ/Aladağ Bel./Başpınar Mah.)-249|848.0|
Adana(Aladağ/Aladağ Bel./Boztahta Mah.)-176889|258.0|
Adana(Aladağ/Aladağ Bel./Büyüksofulu Mah.)-176891|1686.0|
Adana(Aladağ/Aladağ Bel./Ceritler Mah.)-176893|1230.0|
Adana(Aladağ/Aladağ Bel./Dailer Mah.)-176897|196.0|
Adana(Aladağ/Aladağ Bel./Darılık Mah.)-176895|92.0|
Adana(Aladağ/Aladağ Bel./Dölekli Mah.)-176899|632.0|
Adana(Aladağ/Aladağ Bel./Ebrişim Mah.)-176907|177.0|
Adana(Aladağ/Aladağ Bel./Eğner Mah.)-176901|121.0|
Adana(Aladağ/Aladağ Bel./Gerdibi Mah.)-176903|1153.0|
Adana(Aladağ/Aladağ Bel./Gireğiyeniköy Mah.)-176935|326.0|
Adana(Aladağ/Aladağ Bel./Gökçeköy Mah.)-176905|243.0|
Adana(Aladağ/Aladağ Bel./Kabasakal Mah.)-176909|216.0|
Adana(Aladağ/Aladağ Bel./Karahan Mah.)-176911|149.0|
Adana(Aladağ/Aladağ Bel./Kıcak Mah.)-176913|874.0|
Adana(Aladağ/Aladağ Bel./Kışlak Mah.)-176915|190.0|
Adana(Aladağ/Aladağ Bel./Kızıldam Mah.)-176917|521.0|
Adana(Aladağ/Aladağ Bel./Kökez Mah.)-176919|1164.0|
Adana(Aladağ/Aladağ Bel./Köprücük Mah.)-176921|390.0|
Adana(Aladağ/Aladağ Bel./Küp Mah.)-176923|86.0|
Adana(Aladağ/Aladağ Bel./Madenli Mah.)-176925|117.0|
Adana(Aladağ/Aladağ Bel./Mansurlu Mah.)-250|1595.0|
Adana(Aladağ/Aladağ Bel./Mazılık Mah.)-176927|103.0|
Adana(Aladağ/Aladağ Bel./Posyağbasan Mah.)-176933|416.0|
Adana(Aladağ/Aladağ Bel./Sinanpaşa Mah.)-251|1553.0|
Adana(Aladağ/Aladağ Bel./Topallı Mah.)-176929|286.0|
Adana(Aladağ/Aladağ Bel./Uzunkuyu Mah.)-176931|206.0|
Adana(Aladağ/Aladağ Bel./Yetimli Mah.)-176937|421.0|
Adana(Aladağ/Aladağ Bel./Yüksekören Mah.)-176939|71.0|
Adana(Ceyhan/Ceyhan Bel./Adapınar Mah.)-177041|215.0|
Adana(Ceyhan/Ceyhan Bel./Adatepe Mah.)-255|85.0|
Adana(Ceyhan/Ceyhan Bel./Ağaçlı Mah.)-177071|106.0|
Adana(Ceyhan/Ceyhan Bel./Ağaçpınar Mah.)-176963|228.0|
Adana(Ceyhan/Ceyhan Bel./Akdam Mah.)-177073|406.0|
Adana(Ceyhan/Ceyhan Bel./Altıgözbekirli Mah.)-177043|147.0|
Adana(Ceyhan/Ceyhan Bel./Altıkara Mah.)-176965|119.0|
Adana(Ceyhan/Ceyhan Bel./Altıocak Mah.)-285|2664.0|
Adana(Ceyhan/Ceyhan Bel./Atatürk Mah.)-282|943.0|
Adana(Ceyhan/Ceyhan Bel./Aydemiroğlu Mah.)-256|410.0|
Adana(Ceyhan/Ceyhan Bel./Aydınlar Mah.)-177025|211.0|
Adana(Ceyhan/Ceyhan Bel./Azizli Mah.)-176967|263.0|
Adana(Ceyhan/Ceyhan Bel./Başören Mah.)-177075|1413.0|
Adana(Ceyhan/Ceyhan Bel./Belediye Evleri Mah.)-257|7445.0|
